loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc
11000,11000,11000,36,10.72,358.67,B,B2,Tower Crew Lead,1,MORTGAGE,70000
25000,25000,25000,60,10.33,535.25,B,B1,Director,6,MORTGAGE,121000
12000,12000,12000,36,11.31,394.63,B,B3,Manager,10,MORTGAGE,31992
3000,3000,3000,36,23.4,116.76,E,E1,Standard Compliance Analyst 1,10,MORTGAGE,72000
30000,30000,30000,60,10.33,642.3,B,B1,Equipment Operator ,10,MORTGAGE,115000
25850,25850,25850,60,8.19,526.5,A,A4,Attorney,3,MORTGAGE,163000
12000,12000,12000,36,13.56,407.58,C,C1,construction foreman,10,MORTGAGE,60000
19200,19200,19200,36,15.02,665.77,C,C3,Licensed Vocational Nurse,10,MORTGAGE,80000
7500,7500,7500,36,7.02,231.65,A,A2,Gun Tech engineer,10,OWN,110000
20000,20000,20000,36,13.56,679.29,C,C1,,0,RENT,56000
20000,20000,20000,60,10.33,428.2,B,B1,Case Manager,10,MORTGAGE,80000
34000,34000,34000,36,6.46,1041.45,A,A1,Teacher,10,MORTGAGE,72000
16000,16000,16000,60,15.02,380.81,C,C3,Accounting clerk II,8,RENT,60000
20000,20000,20000,60,8.19,407.35,A,A4,Carpenter,4,MORTGAGE,70000
5000,5000,5000,36,20.89,188.1,D,D4,Quality control ,3,RENT,22000
18000,18000,18000,60,20.89,485.85,D,D4,Phlebotomist ,9,OWN,28000
4800,4800,4800,36,13.56,163.03,C,C1,Neon Lighting & Installation Specialist,1,RENT,25000
8000,8000,8000,36,11.31,263.09,B,B3,Installer,2,RENT,34000
22000,22000,22000,36,8.81,697.66,A,A5,Paralegal,4,RENT,62000
10000,10000,10000,36,14.47,344.07,C,C2,,0,RENT,25000
10000,10000,10000,36,15.02,346.76,C,C3,,0,MORTGAGE,52000
10000,10000,10000,36,11.8,331.19,B,B4,District Manager,8,RENT,60000
5000,5000,5000,36,7.02,154.44,A,A2,Community Director ,7,MORTGAGE,82000
14000,14000,14000,36,13.56,475.51,C,C1,Clerk of Court,10,MORTGAGE,208000
12000,12000,12000,36,8.81,380.54,A,A5,Owner ,7,OWN,60000
25000,25000,25000,36,17.97,903.44,D,D1,Building Manager,10,RENT,81000
10000,10000,10000,36,15.02,346.76,C,C3,Retail manager,10,MORTGAGE,62000
20000,20000,20000,36,11.31,657.72,B,B3,Attorney/Partner,9,RENT,250000
8500,8500,8500,36,7.02,262.54,A,A2,Subcontract Lead,10,RENT,108492
8000,8000,8000,36,14.47,275.26,C,C2,Practice Manager,7,MORTGAGE,51000
20000,20000,20000,60,10.72,432.07,B,B2,IT Manager,3,OWN,75000
10000,10000,10000,36,12.98,336.85,B,B5,Customer Sales Rep,5,MORTGAGE,70000
6000,6000,6000,36,8.19,188.55,A,A4,Supervisor,10,MORTGAGE,36000
5000,5000,5000,36,6.46,153.16,A,A1,Assistant Property Manager,3,RENT,65000
7000,7000,7000,36,7.02,216.21,A,A2,Audit Manager,10,MORTGAGE,75000
20000,20000,20000,36,8.81,634.23,A,A5,Nutritionist,4,RENT,61000
8000,8000,8000,36,8.19,251.4,A,A4,,1,RENT,28000
15000,15000,15000,60,13.56,345.62,C,C1,Welder/Mechanic ,4,MORTGAGE,57000
35000,35000,35000,60,17.97,888.2,D,D1,Sr. Consultant,3,MORTGAGE,125000
3500,3500,3500,36,7.02,108.11,A,A2,agent,5,MORTGAGE,76000
3000,3000,3000,36,19.92,111.37,D,D3,Teacher,1,RENT,62000
8500,8500,8500,36,10.33,275.59,B,B1,Executive Assistant ,1,RENT,65000
13000,13000,13000,36,6.46,398.21,A,A1,Chief Operating Officer,10,OWN,82617
24000,24000,24000,36,13.56,815.15,C,C1,,1,RENT,72000
4000,4000,4000,36,6.46,122.53,A,A1,Maintenance Supervisor ,2,MORTGAGE,47174
14000,14000,14000,36,8.19,439.94,A,A4,Software Engineer,8,MORTGAGE,200000
9600,9600,9600,36,16.14,338.18,C,C4,Director of Campaign Data Operations,9,MORTGAGE,130000
14000,14000,14000,60,16.91,347.26,C,C5,LeadCarpenter,4,MORTGAGE,90000
10000,10000,10000,60,10.33,214.1,B,B1,Technical Designer,3,MORTGAGE,130000
21000,21000,21000,60,15.02,499.81,C,C3,Owner,10,RENT,65000
14500,14500,14500,36,6.46,444.15,A,A1,Maintaince,10,MORTGAGE,57583
5000,5000,5000,36,12.98,168.43,B,B5,,0,RENT,54000
32000,32000,32000,60,11.31,700.72,B,B3,Scrum Master,1,MORTGAGE,90000
20000,20000,20000,36,7.56,622.68,A,A3,Human Resources,10,MORTGAGE,99500
16000,16000,16000,60,10.72,345.65,B,B2,Underwriter,3,MORTGAGE,89000
10000,10000,10000,36,20.89,376.19,D,D4,Warehouse associate,9,RENT,56000
5100,5100,5100,36,18.94,186.8,D,D2,custodian,7,RENT,18000
29000,29000,29000,36,8.81,919.63,A,A5,Lead Admin,6,RENT,58000
3500,3500,3500,36,8.81,110.99,A,A5,Crew Lead,4,RENT,15000
8000,8000,8000,36,16.14,281.81,C,C4,Director/Senior Manager,10,RENT,120000
12000,12000,12000,36,16.91,427.3,C,C5,Parking Attendant,5,RENT,65000
35000,35000,35000,36,6.46,1072.08,A,A1,Director recreation complex,10,MORTGAGE,80000
25000,25000,25000,36,7.56,778.35,A,A3,ESTIMATOR,10,MORTGAGE,92000
28000,28000,28000,36,10.72,912.98,B,B2,,0,MORTGAGE,84000
40000,40000,40000,60,12.98,909.72,B,B5,TEACHER,10,OWN,132000
10000,10000,10000,60,11.8,221.44,B,B4,,0,MORTGAGE,8280
30000,30000,30000,60,8.19,611.03,A,A4,Mortgage Underwriter,2,RENT,110000
20000,20000,20000,60,13.56,460.82,C,C1,Support Manager,5,OWN,37500
10000,10000,10000,36,20.89,376.19,D,D4,Superviser,10,OWN,53000
12000,12000,12000,60,11.8,265.73,B,B4,Teacher,10,MORTGAGE,92000
10000,10000,10000,60,14.47,235.13,C,C2,"Director, Operational Excellence",7,MORTGAGE,180000
25000,25000,25000,60,12.98,568.58,B,B5,Correctional officer,10,MORTGAGE,110000
12000,12000,12000,36,6.46,367.57,A,A1,Patient Relations Rep IV,10,OWN,31000
30000,30000,30000,60,12.98,682.29,B,B5,LVN,8,RENT,40000
30000,30000,30000,60,10.72,648.1,B,B2,Retail,2,OWN,45000
36600,36600,36600,36,6.46,1121.09,A,A1,,1,MORTGAGE,98000
4000,4000,4000,36,14.47,137.63,C,C2,Attendance Clerk,10,RENT,20800
20000,20000,20000,60,12.98,454.86,B,B5,CEO,1,MORTGAGE,135000
12000,12000,12000,36,7.56,373.61,A,A3,Forman,5,MORTGAGE,75000
10000,10000,10000,36,7.56,311.34,A,A3,,0,MORTGAGE,50000
10000,10000,10000,36,12.98,336.85,B,B5,Shop Superintendent ,10,OWN,98000
36000,36000,36000,60,15.02,856.82,C,C3,Accountant/Manager,4,RENT,125000
10000,10000,10000,60,8.19,203.68,A,A4,,0,OWN,31200
20000,20000,20000,36,10.33,648.45,B,B1,Truck driver,10,OWN,95000
2000,2000,2000,36,15.02,69.36,C,C3,,0,RENT,23000
2300,2300,2300,36,17.97,83.12,D,D1,pit clerk,10,OWN,36000
14500,14500,14500,60,18.94,375.66,D,D2,teacher,10,MORTGAGE,72000
6000,6000,6000,36,18.94,219.76,D,D2,saleman,10,MORTGAGE,84000
10000,10000,10000,36,10.33,324.23,B,B1,registered nurse,7,MORTGAGE,85000
10000,10000,10000,36,7.56,311.34,A,A3,PARTS TECH,10,MORTGAGE,70000
15000,15000,15000,36,17.97,542.07,D,D1,Fire Direction Officer,2,RENT,50000
9000,9000,9000,36,8.19,282.82,A,A4,Traffic Control Specialist ,6,MORTGAGE,130000
6000,6000,6000,36,14.47,206.44,C,C2,Guidance Counselor ,10,MORTGAGE,68000
5000,5000,5000,36,8.19,157.13,A,A4,SUPERVISOR EVS,10,OWN,68000
30000,30000,30000,36,8.81,951.35,A,A5,Space Planner,10,RENT,155000
14000,14000,14000,36,14.47,481.69,C,C2,Operator Specialist,1,RENT,30000
5000,5000,5000,36,15.02,173.38,C,C3,,1,MORTGAGE,75000
35000,35000,35000,36,10.72,1141.22,B,B2,teacher,10,MORTGAGE,120000
25000,25000,25000,36,11.8,827.98,B,B4,Senior Academic Advisor,6,RENT,60000
15000,15000,15000,60,18.94,388.62,D,D2,,0,MORTGAGE,0
20000,20000,20000,60,8.81,413.33,A,A5,Facilities Analyst,10,RENT,90300
24000,24000,24000,36,18.94,879.02,D,D2,Business Account Manager,2,RENT,140000
16500,16500,16500,36,7.56,513.71,A,A3,Superintendent ,9,MORTGAGE,72000
5100,5100,5100,36,11.31,167.72,B,B3,Mechanical maintenance ,5,MORTGAGE,90000
15000,15000,15000,36,8.81,475.68,A,A5,machine operator,2,MORTGAGE,65000
16000,16000,16000,36,16.91,569.73,C,C5,Document review specialist 2,8,MORTGAGE,41000
7000,7000,7000,36,10.72,228.25,B,B2,Leasing Agent,2,RENT,30000
15000,15000,15000,60,11.8,332.16,B,B4,,1,MORTGAGE,12000
7500,7500,7500,36,8.19,235.69,A,A4,"Senior Manager, Marketing Operations",2,RENT,98500
2500,2500,2500,36,14.47,86.02,C,C2,office coordinator,7,RENT,30000
35000,35000,35000,36,10.72,1141.22,B,B2,Truck Driver,2,RENT,85000
10000,10000,10000,36,11.31,328.86,B,B3,Medical caseworker ,5,RENT,60000
14000,14000,14000,36,7.02,432.41,A,A2,,0,MORTGAGE,35000
12000,12000,12000,36,14.47,412.88,C,C2,Account Representative Specialist,10,RENT,30000
12000,12000,12000,36,14.47,412.88,C,C2,Production Engineer,10,MORTGAGE,80000
1000,1000,1000,36,24.37,39.43,E,E2,claims analyst,10,RENT,44000
30000,30000,30000,60,13.56,691.23,C,C1,Server,10,RENT,32000
15000,15000,15000,36,8.19,471.37,A,A4,cocktail server,3,MORTGAGE,80000
15000,15000,15000,36,11.31,493.29,B,B3,Supervisor ,7,OWN,92000
5000,5000,5000,36,11.8,165.6,B,B4,Machinist,1,RENT,35000
25000,25000,25000,60,14.47,587.82,C,C2,"Manager, Client Benefits",6,RENT,82000
5000,5000,5000,36,6.46,153.16,A,A1,Manager,10,MORTGAGE,39000
2500,2500,2500,36,16.14,88.07,C,C4,,0,RENT,19416
30000,30000,30000,60,14.47,705.38,C,C2,Tax Operator ,1,RENT,100000
16000,16000,16000,36,8.19,502.79,A,A4,"Project manger, Trainer ",8,MORTGAGE,80000
13400,13400,13400,36,24.37,528.33,E,E2,Forklift Driver,10,RENT,40000
33000,33000,33000,60,19.92,872.83,D,D3,Electrician,2,MORTGAGE,94000
2300,2300,2300,36,26.31,93.05,E,E4,Ware house worker,1,RENT,28000
10000,10000,10000,36,16.91,356.08,C,C5,,0,OWN,17000
20000,20000,20000,60,18.94,518.16,D,D2,Owner,6,MORTGAGE,55000
25000,25000,25000,36,7.56,778.35,A,A3,,0,MORTGAGE,84000
5000,5000,5000,36,8.81,158.56,A,A5,Field Superintendent,4,OWN,72000
23000,23000,23000,36,8.81,729.37,A,A5,Controller,5,MORTGAGE,155000
5000,5000,5000,36,23.4,194.6,E,E1,Manager,2,OWN,97000
10000,10000,10000,36,7.56,311.34,A,A3,Police Officer,4,MORTGAGE,90000
8500,8500,8500,36,8.19,267.11,A,A4,Teacher,4,MORTGAGE,48000
10000,10000,10000,60,11.8,221.44,B,B4,Teacher,10,MORTGAGE,68500
30000,30000,30000,60,10.33,642.3,B,B1,Executive Pastry Chef,1,MORTGAGE,92000
5000,5000,5000,36,16.14,176.14,C,C4,Aircraft Mechanic,2,MORTGAGE,92000
25000,25000,25000,60,12.98,568.58,B,B5,Property manager ,4,OWN,100000
1500,1500,1500,36,15.02,52.02,C,C3,Vice President-Sr. Client Associate,10,RENT,85000
32000,32000,32000,36,8.19,1005.58,A,A4,Controls Engineer,2,MORTGAGE,90000
30000,30000,30000,36,7.56,934.02,A,A3,Teacher,10,RENT,90000
10000,10000,10000,36,8.19,314.25,A,A4,Supervisor,10,MORTGAGE,25000
15000,15000,15000,60,14.47,352.69,C,C2,Sr Services Technician,6,RENT,61000
15000,15000,15000,36,6.46,459.47,A,A1,,0,OWN,100000
30000,30000,30000,36,16.14,1056.79,C,C4,,0,OWN,55000
15000,15000,15000,36,7.02,463.3,A,A2,Principal,10,MORTGAGE,93000
6000,6000,6000,36,7.56,186.81,A,A3,Fabrication,9,MORTGAGE,60000
5000,5000,5000,36,7.56,155.67,A,A3,,2,MORTGAGE,35000
5000,5000,5000,36,7.56,155.67,A,A3,SALES,10,OWN,18000
19000,19000,19000,36,6.46,581.99,A,A1,Senior Risk Management Specialist,10,MORTGAGE,120000
9200,9200,9200,36,13.56,312.48,C,C1,Operations NCO,10,RENT,89000
10000,10000,10000,60,18.94,259.08,D,D2,lineman,10,RENT,96000
10000,10000,10000,60,13.56,230.41,C,C1,Customer service analyst ,3,RENT,45000
15000,15000,15000,36,8.81,475.68,A,A5,Dept Head,10,OWN,32000
14400,14400,14400,36,6.46,441.09,A,A1,,1,RENT,100000
24000,24000,24000,60,10.72,518.48,B,B2,chiropractor,5,RENT,90000
12500,12500,12500,36,11.31,411.08,B,B3,Foreman ,4,OWN,90000
15000,15000,15000,36,8.81,475.68,A,A5,Consultant,6,OWN,293000
40000,40000,40000,36,8.19,1256.97,A,A4,Maintenance Supervisor,9,RENT,65000
19000,19000,19000,36,10.33,616.03,B,B1,conductor/engineer,10,RENT,98000
10000,10000,10000,60,12.98,227.43,B,B5,Materials/Purchasing Manager,4,RENT,70000
15000,15000,15000,60,12.98,341.15,B,B5,Associate Athletic Director ,10,MORTGAGE,80000
25000,25000,25000,36,11.8,827.98,B,B4,,1,RENT,150000
10000,10000,10000,36,16.14,352.27,C,C4,Supervisor,7,MORTGAGE,93000
12000,12000,12000,36,10.72,391.28,B,B2,Office Manager/Administrator,1,RENT,90000
30000,30000,30000,60,20.89,809.75,D,D4,Manager/Supervsor,6,MORTGAGE,110000
2700,2700,2700,36,7.02,83.4,A,A2,,0,MORTGAGE,30000
20000,20000,20000,36,10.72,652.13,B,B2,Assistant Vice President,1,RENT,125000
4500,4500,4500,36,15.02,156.04,C,C3,Director of Nursing,2,MORTGAGE,90000
16000,16000,16000,60,18.94,414.53,D,D2,Bus driver,10,MORTGAGE,24000
7500,7500,7500,36,18.94,274.7,D,D2,General manager,5,MORTGAGE,41600
40000,40000,40000,60,13.56,921.64,C,C1,Operations Systems Engineer,10,RENT,90000
11000,11000,11000,36,13.56,373.61,C,C1,Installation Soecialist,1,RENT,75000
28000,28000,28000,60,8.81,578.66,A,A5,Senior Trainer/ Operator,2,RENT,138000
30000,30000,30000,60,13.56,691.23,C,C1,Supervisor,1,MORTGAGE,120000
9000,9000,9000,36,11.8,298.07,B,B4,Manager,7,OWN,75000
6000,6000,6000,36,6.46,183.79,A,A1,Broadcaster,10,RENT,35000
15000,15000,15000,36,7.56,467.01,A,A3,Manager,10,RENT,75000
6925,6925,6925,36,16.14,243.95,C,C4,,0,OWN,60000
26000,26000,26000,60,11.8,575.74,B,B4,battalion chief,10,MORTGAGE,120000
30000,30000,30000,36,18.94,1098.78,D,D2,,1,MORTGAGE,65000
29900,29900,29900,36,23.4,1163.67,E,E1,Merchandiser,7,MORTGAGE,37600
15000,15000,15000,60,20.89,404.88,D,D4,Assembly Technician,2,MORTGAGE,50000
12000,12000,12000,36,7.02,370.64,A,A2,Inflight Crew Scheduler,2,RENT,52000
18000,18000,18000,60,11.8,398.59,B,B4,Registered Nurse,3,MORTGAGE,52000
20000,20000,20000,60,22.35,556.37,D,D5,,0,OWN,33600
33000,33000,33000,60,8.19,672.13,A,A4,Planner,1,MORTGAGE,65000
16000,16000,16000,36,7.02,494.18,A,A2,Registered Nurse,2,RENT,58000
20000,20000,20000,36,7.56,622.68,A,A3,Workforce Development Strategist ,4,MORTGAGE,110000
21500,21500,21500,60,20.89,580.32,D,D4,Realator,5,MORTGAGE,75105
23500,23500,23500,60,10.33,503.13,B,B1,Director of Operations and Finance,7,RENT,105000
18000,18000,18000,60,8.81,372,A,A5,Marketing Campaign Manager ,2,MORTGAGE,70000
25000,25000,25000,36,7.56,778.35,A,A3,CPA,10,MORTGAGE,120000
35500,35500,35500,36,7.56,1105.25,A,A3,Computer Programmer,2,MORTGAGE,70000
10000,10000,10000,36,8.19,314.25,A,A4,Admin Asst-Solicitors Gen Office,1,MORTGAGE,40476
25000,25000,25000,60,10.72,540.08,B,B2,Sales Manager,5,RENT,75000
20000,20000,20000,60,18.94,518.16,D,D2,Plumber,10,MORTGAGE,120000
30000,30000,30000,60,27.27,920.91,E,E5,Claims Representative,10,MORTGAGE,85000
11000,11000,11000,36,6.46,336.94,A,A1,Administrative Assistant,7,MORTGAGE,75000
10000,10000,10000,36,13.56,339.65,C,C1,,1,MORTGAGE,45000
10000,10000,10000,36,16.14,352.27,C,C4,Veterinary texhnician,10,RENT,35000
10000,10000,10000,36,7.56,311.34,A,A3,waitress,1,RENT,38000
1500,1500,1500,36,16.91,53.42,C,C5,Handyman,10,RENT,60000
16000,16000,16000,60,16.91,396.87,C,C5,PRODUCTION TECH,10,MORTGAGE,78000
30000,30000,30000,36,7.56,934.02,A,A3,President,6,MORTGAGE,400000
35000,35000,35000,60,10.72,756.11,B,B2,,1,RENT,175000
15000,15000,15000,36,11.31,493.29,B,B3,HVac technician,7,RENT,90000
15600,15600,15600,36,16.91,555.49,C,C5,Customer service rep,1,RENT,45000
8400,8400,8400,36,8.81,266.38,A,A5,chiropractic assistant/public relations,3,RENT,26000
32000,32000,32000,60,13.56,737.31,C,C1,HK Supervisor,5,MORTGAGE,30000
4000,4000,4000,36,14.47,137.63,C,C2,,1,RENT,30000
33300,33300,33300,60,20.89,898.82,D,D4,Human Resource Manager,5,MORTGAGE,71000
8000,8000,8000,36,8.19,251.4,A,A4,medical biller,9,RENT,50000
16800,16800,16800,60,11.8,372.02,B,B4,"Vice President, Sales",6,MORTGAGE,140000
12000,12000,12000,60,10.33,256.92,B,B1,Business Personal Banker ,2,OWN,53600
10300,10300,10300,36,11.8,341.13,B,B4,Lpn,1,RENT,42000
8000,8000,8000,36,18.94,293.01,D,D2,Police Corporal,2,MORTGAGE,70000
9000,9000,9000,36,26.31,364.11,E,E4,Relationship banker ,1,MORTGAGE,36000
32325,32325,32325,60,10.33,692.08,B,B1,Pipeemployed (sanitation),10,MORTGAGE,82000
2750,2750,2750,36,15.02,95.36,C,C3,,1,RENT,35000
15000,15000,15000,60,11.31,328.47,B,B3,,1,RENT,65000
28000,28000,28000,60,15.02,666.42,C,C3,Network Security Consultant,3,RENT,180000
20000,20000,20000,36,11.8,662.38,B,B4,,1,RENT,180000
11000,11000,11000,36,12.98,370.53,B,B5,Senior GIS Analyst,10,MORTGAGE,80000
12000,12000,12000,36,7.02,370.64,A,A2,Engineer,10,MORTGAGE,75000
9000,9000,9000,36,11.31,295.98,B,B3,Physician's Assistant,1,RENT,120000
15000,15000,15000,36,23.4,583.78,E,E1,Teacher,2,RENT,80000
7000,7000,7000,36,6.46,214.42,A,A1,Marketing Manager,1,MORTGAGE,165000
8000,8000,8000,36,16.91,284.87,C,C5,,1,MORTGAGE,48000
5500,5500,5500,36,11.8,182.16,B,B4,Sales,6,RENT,83000
3600,3600,3600,36,17.97,130.1,D,D1,System Engineer,10,MORTGAGE,112000
3200,3200,3200,36,8.19,100.56,A,A4,,1,MORTGAGE,180000
3500,3500,3475,36,8.81,110.99,A,A5,Server,1,MORTGAGE,40000
10000,10000,10000,36,6.46,306.31,A,A1,Deputy Sheriff,10,MORTGAGE,120000
27000,27000,27000,60,18.94,699.51,D,D2,Branch Manager,4,MORTGAGE,120000
8500,8500,8500,36,16.14,299.43,C,C4,,0,RENT,72000
35000,35000,35000,36,7.02,1081.02,A,A2,Lead Software Engineer,1,RENT,130750
15000,15000,15000,60,16.14,365.89,C,C4,Teacher,10,MORTGAGE,110000
14000,14000,14000,36,8.19,439.94,A,A4,General Manager/ Estimator,5,MORTGAGE,55000
16000,16000,16000,36,7.56,498.15,A,A3,Team Lead,10,RENT,85000
27000,27000,27000,60,16.91,669.72,C,C5,Senior Investigator ,2,MORTGAGE,85000
20000,20000,20000,60,11.31,437.95,B,B3,,0,MORTGAGE,75000
20000,20000,20000,36,15.02,693.51,C,C3,,0,MORTGAGE,53160
16000,16000,16000,36,16.91,569.73,C,C5,Barber,6,RENT,62513
8400,8400,8400,36,7.02,259.45,A,A2,Teacher,2,RENT,86000
8000,8000,8000,36,6.46,245.05,A,A1,Software Support,2,OWN,50000
11000,11000,11000,60,11.31,240.88,B,B3,Direct Care Aide,10,RENT,44000
6800,6800,6800,36,8.19,213.69,A,A4,Owner,10,RENT,68000
30000,30000,30000,36,7.56,934.02,A,A3,informatica developer,8,MORTGAGE,120000
14000,14000,14000,60,8.19,285.15,A,A4,Sales Representative,1,RENT,65000
16000,16000,16000,36,8.81,507.39,A,A5,Software Engineer,2,MORTGAGE,82000
18600,18600,18600,36,23.4,723.89,E,E1,Sales rep,7,RENT,95000
10000,10000,10000,36,7.56,311.34,A,A3,Operations Manager,4,RENT,62000
10000,10000,10000,36,11.31,328.86,B,B3,Chauffer ,1,RENT,45000
15000,15000,15000,36,7.56,467.01,A,A3,Buse Analyst,10,OWN,75000
16000,16000,16000,36,13.56,543.43,C,C1,Sales Support Manager,10,RENT,74000
35000,35000,35000,36,8.19,1099.85,A,A4,,1,MORTGAGE,160000
18000,18000,18000,60,15.02,428.41,C,C3,Accounting Tech,10,MORTGAGE,52571
24000,24000,24000,36,18.94,879.02,D,D2,Sr.Director Client Delivery,6,MORTGAGE,240000
14450,14450,14450,60,16.14,352.48,C,C4,Accounting Manager,10,MORTGAGE,38200
20000,20000,20000,60,15.02,476.01,C,C3,Client Advocate,10,MORTGAGE,60000
9500,9500,9500,36,7.02,293.42,A,A2,,1,MORTGAGE,75000
10500,10500,10500,36,8.19,329.96,A,A4,Administrative Support Specialist,10,MORTGAGE,55000
20000,20000,20000,60,11.31,437.95,B,B3,Branch manager ,3,MORTGAGE,72000
12800,12800,12800,36,13.56,434.75,C,C1,Senior Advisor,4,RENT,80000
15500,15500,15500,60,14.47,364.45,C,C2,Police officer,7,MORTGAGE,80000
15000,15000,15000,36,16.14,528.4,C,C4,Project Manager,2,MORTGAGE,103000
15000,15000,15000,36,6.46,459.47,A,A1,,1,MORTGAGE,100000
10000,10000,10000,36,7.02,308.87,A,A2,IT Lead,10,OWN,130000
1000,1000,1000,36,15.02,34.68,C,C3,Lead Systems Operations Analyst,1,MORTGAGE,98000
25000,25000,25000,60,8.19,509.19,A,A4,Regional head of Transport engineering,5,RENT,110000
25000,25000,25000,60,19.92,661.24,D,D3,Compensation Specialist ,2,MORTGAGE,51000
7000,7000,7000,36,14.47,240.85,C,C2,Manager,10,MORTGAGE,25000
15000,15000,15000,36,7.56,467.01,A,A3,Teacher,10,MORTGAGE,58000
40000,40000,40000,60,8.19,814.7,A,A4,Solutions Engineer ,1,MORTGAGE,125000
14000,14000,14000,60,10.33,299.74,B,B1,Pharmacy technician ,10,MORTGAGE,55000
40000,40000,40000,60,12.98,909.72,B,B5,Director,2,RENT,165000
10000,10000,10000,60,10.72,216.04,B,B2,"Director, Business Development",2,OWN,125000
15000,15000,15000,60,16.91,372.07,C,C5,Line Cook,2,RENT,30000
25300,25300,25300,60,10.33,541.67,B,B1,Shipping Manager ,10,RENT,55000
21000,21000,21000,60,11.8,465.02,B,B4,Guest Services Specialist ,3,MORTGAGE,106000
40000,40000,40000,60,8.19,814.7,A,A4,Assistant Vice President,4,MORTGAGE,104000
20000,20000,20000,60,13.56,460.82,C,C1,Freight Handler,8,MORTGAGE,72000
6500,6500,6500,36,8.19,204.26,A,A4,Patient care technician ,1,MORTGAGE,72000
12000,12000,12000,36,11.31,394.63,B,B3,,1,RENT,90000
20000,20000,20000,36,15.02,693.51,C,C3,Software Engineer,9,OWN,120000
12500,12500,12500,36,14.47,430.08,C,C2,Marketing Manager,3,MORTGAGE,43500
10000,10000,9975,60,18.94,259.08,D,D2,Table games,6,MORTGAGE,70000
5850,5850,5850,36,6.46,179.2,A,A1,Portfolio Manager,1,RENT,56000
22000,22000,22000,36,8.81,697.66,A,A5,PCC Support Manager,2,MORTGAGE,90570
26000,26000,26000,36,8.81,824.5,A,A5,Baker,6,MORTGAGE,51846
20000,20000,20000,60,22.35,556.37,D,D5,,0,RENT,37000
4000,4000,4000,36,8.81,126.85,A,A5,,1,RENT,22000
4800,4800,4800,36,8.19,150.84,A,A4,Deputy Sheriff,3,MORTGAGE,80000
15000,15000,15000,36,12.98,505.27,B,B5,Apraiser,10,RENT,65000
10000,10000,10000,60,14.47,235.13,C,C2,Mechanic,5,MORTGAGE,34992
10000,10000,10000,36,14.47,344.07,C,C2,Taxi driver,5,RENT,50000
15000,15000,15000,36,11.31,493.29,B,B3,,0,MORTGAGE,48000
35000,35000,35000,36,11.8,1159.17,B,B4,Attorney,4,MORTGAGE,150000
10000,10000,10000,36,16.14,352.27,C,C4,,0,OWN,20500
7000,7000,7000,36,7.02,216.21,A,A2,Marketing Director ,1,MORTGAGE,100000
23100,23100,23100,36,14.47,794.79,C,C2,Division Sales Executive ,7,MORTGAGE,250000
5500,5500,5500,36,7.56,171.24,A,A3,,1,MORTGAGE,50000
20000,20000,20000,36,18.94,732.52,D,D2,Food Clerk,10,RENT,50000
5000,5000,5000,36,10.33,162.12,B,B1,Health Technician,9,MORTGAGE,42498
40000,40000,40000,60,17.97,1015.09,D,D1,,0,RENT,29000
5000,5000,5000,36,10.72,163.04,B,B2,,0,MORTGAGE,41000
35000,35000,35000,36,14.47,1204.23,C,C2,,1,MORTGAGE,206000
20000,20000,20000,36,8.81,634.23,A,A5,Escrow Officer,1,MORTGAGE,134000
35000,35000,35000,36,8.19,1099.85,A,A4,Law Clerk,1,RENT,190000
3200,3200,3200,36,7.56,99.63,A,A3,W/h manager,10,OWN,70000
16000,16000,16000,60,16.91,396.87,C,C5,Education Office Coordinator,10,MORTGAGE,110000
10000,10000,10000,36,13.56,339.65,C,C1,Assembly line,8,OWN,50000
20000,20000,20000,36,8.81,634.23,A,A5,Water Quality Manager,10,MORTGAGE,82492.8
27600,27600,27600,36,8.81,875.24,A,A5,Vice President,4,RENT,145000
7500,7500,7500,36,8.81,237.84,A,A5,,0,MORTGAGE,10836
16000,16000,16000,36,7.56,498.15,A,A3,Sr Financial Analyst,3,RENT,110000
15000,15000,15000,36,8.19,471.37,A,A4,Postal Carrier,4,OWN,49992
16000,16000,16000,36,24.37,630.84,E,E2,Eligibility Worker II,10,RENT,52000
23800,23800,23800,60,14.47,559.61,C,C2,Serology Supervisor,10,RENT,140000
32000,32000,32000,60,19.92,846.39,D,D3,Truck driver,2,RENT,135000
3300,3300,3275,36,6.46,101.09,A,A1,Program Specialist,2,RENT,38220
15000,15000,15000,36,6.46,459.47,A,A1,Pharm Ops & Elig Analyst,10,OWN,75000
13500,13500,13500,60,13.56,311.06,C,C1,House Supervisor - RN,1,MORTGAGE,75000
20000,20000,20000,36,8.19,628.49,A,A4,Territory Manager ,1,MORTGAGE,100000
3500,3500,3500,36,11.31,115.11,B,B3,"Content Manager, IT Professional",10,MORTGAGE,90948
16000,16000,16000,36,13.56,543.43,C,C1,Manager/Analytics,1,MORTGAGE,125000
32000,32000,32000,36,7.56,996.29,A,A3,Vice President Sales ,3,MORTGAGE,144600
5000,5000,5000,36,6.46,153.16,A,A1,MET Supervisor,8,MORTGAGE,45000
21000,21000,21000,60,10.33,449.61,B,B1,AGE Instructor,8,MORTGAGE,71000
6025,6025,6025,36,15.02,208.92,C,C3,supervisor,10,MORTGAGE,77000
